city,aqi,date,pollutant
Badlapur,49,5-Aug-26,
Bagalkot,51,5-Aug-26,
Bahadurgarh,39,5-Aug-26,
Balasore,52,5-Aug-26,
Ballabgarh,63,5-Aug-26,
Banswara,63,5-Aug-26,
Baran,57,5-Aug-26,
Barbil,59,5-Aug-26,
Bareilly,38,5-Aug-26,
Baripada,53,5-Aug-26,
Barmer,80,5-Aug-26,
Barrackpore,56,5-Aug-26,
Bathinda,84,5-Aug-26,
Beed,26,5-Aug-26,
Begusarai,33,5-Aug-26,
Belapur,30,5-Aug-26,
Bengaluru,49,5-Aug-26,
Bettiah,41,5-Aug-26,
Bhagalpur,120,5-Aug-26,
Bharatpur,33,5-Aug-26,
Bhavnagar,64,5-Aug-26,
Bhilai,26,5-Aug-26,
Bhilwara,109,5-Aug-26,
Bhiwadi,74,5-Aug-26,
Bhiwandi,53,5-Aug-26,
Bhopal,73,5-Aug-26,
Bhubaneswar,46,5-Aug-26,
Bikaner,59,5-Aug-26,
Bilaspur,37,5-Aug-26,
Bileipada,52,5-Aug-26,
Boisar,53,5-Aug-26,
Brajrajnagar,48,5-Aug-26,
Bulandshahr,38,5-Aug-26,
Bundi,70,5-Aug-26,
Byasanagar,64,5-Aug-26,
Byrnihat (Assam),94,5-Aug-26,
Byrnihat (Meghalaya),127,5-Aug-26,
Chamarajanagar,45,5-Aug-26,
Chandigarh,37,5-Aug-26,
Chandrapur,47,5-Aug-26,
Charkhi dadri,152,5-Aug-26,
Chennai,61,5-Aug-26,
Chhal,61,5-Aug-26,
Chikkaballapur,25,5-Aug-26,
Chittoor,58,5-Aug-26,
Chittorgarh,68,5-Aug-26,
Churu,58,5-Aug-26,
Coimbatore,27,5-Aug-26,
Cuttack,58,5-Aug-26,
Damoh,51,5-Aug-26,
Dausa,165,5-Aug-26,
Delhi,69,5-Aug-26,
Dewas,92,5-Aug-26,
Dharuhera,67,5-Aug-26,
Dharwad,65,5-Aug-26,
Dholpur,298,5-Aug-26,
Dhule,54,5-Aug-26,
Dombivli,34,5-Aug-26,
Dungarpur,86,5-Aug-26,
Durgapur,63,5-Aug-26,
Eloor,64,5-Aug-26,
Eluru,54,5-Aug-26,
Faridabad,80,5-Aug-26,
Fatehabad,55,5-Aug-26,
Fatehpur sikri,29,5-Aug-26,
Firozabad,45,5-Aug-26,
Gadag,43,5-Aug-26,
Gandhinagar,112,5-Aug-26,
Gaya,123,5-Aug-26,
Ghaziabad,70,5-Aug-26,
Gorakhpur,62,5-Aug-26,
Greater noida,115,5-Aug-26,
Gummidipoondi,131,5-Aug-26,
Guntur,62,5-Aug-26,
Gurugram,103,5-Aug-26,
Guwahati,63,5-Aug-26,
Gwalior,61,5-Aug-26,
Hajipur,48,5-Aug-26,
Haldia,50,5-Aug-26,
Hanumangarh,32,5-Aug-26,
Hapur,53,5-Aug-26,
Hingoli,38,5-Aug-26,
Hisar,41,5-Aug-26,
Howrah,61,5-Aug-26,
Hyderabad,47,5-Aug-26,
Indore,53,5-Aug-26,
Jabalpur,53,5-Aug-26,
Jaipur,102,5-Aug-26,
Jaisalmer,105,5-Aug-26,
Jalandhar,50,5-Aug-26,
Jalgaon,50,5-Aug-26,
Jalna,46,5-Aug-26,
Jalore,95,5-Aug-26,
Jhalawar,60,5-Aug-26,
Jhansi,65,5-Aug-26,
Jhunjhunu,82,5-Aug-26,
Jind,49,5-Aug-26,
Jodhpur,84,5-Aug-26,
Jorapokhar,74,5-Aug-26,
Kaithal,103,5-Aug-26,
Kakinada,62,5-Aug-26,
Kalaburagi,33,5-Aug-26,
Kalyan,60,5-Aug-26,
Kannur,46,5-Aug-26,
Kanpur,40,5-Aug-26,
Karauli,64,5-Aug-26,
Karnal,51,5-Aug-26,
Karwar,42,5-Aug-26,
Katni,82,5-Aug-26,
Keonjhar,41,5-Aug-26,
Khairthal,88,5-Aug-26,
Khanna,73,5-Aug-26,
Khora,96,5-Aug-26,
Khurja,41,5-Aug-26,
Kishanganj,57,5-Aug-26,
Kohima,53,5-Aug-26,
Kolhapur,26,5-Aug-26,
Kolkata,58,5-Aug-26,
Korba,25,5-Aug-26,
Kota,78,5-Aug-26,
Kunjemura,57,5-Aug-26,
Kurnool,29,5-Aug-26,
Kurukshetra,43,5-Aug-26,
Latur,45,5-Aug-26,
Lucknow,56,5-Aug-26,
Ludhiana,52,5-Aug-26,
Machilipatnam,79,5-Aug-26,
Madikeri,14,5-Aug-26,
Madurai,34,5-Aug-26,
Mahad,48,5-Aug-26,
Malegaon,63,5-Aug-26,
Mandideep,88,5-Aug-26,
Mandi gobindgarh,117,5-Aug-26,
Manesar,38,5-Aug-26,
Mangalore,52,5-Aug-26,
Manguraha,80,5-Aug-26,
Mathura,34,5-Aug-26,
Meerut,49,5-Aug-26,
Mehsana,88,5-Aug-26,
Mira-bhayandar,29,5-Aug-26,
Moradabad,47,5-Aug-26,
Mumbai,42,5-Aug-26,
Muzaffarnagar,49,5-Aug-26,
Muzaffarpur,38,5-Aug-26,
Mysuru,48,5-Aug-26,
Nagaon,47,5-Aug-26,
Nagaur,95,5-Aug-26,
Nagpur,55,5-Aug-26,
Naharlagun,12,5-Aug-26,
Nalbari,79,5-Aug-26,
Nanded,34,5-Aug-26,
Nandesari,59,5-Aug-26,
Narnaul,90,5-Aug-26,
Nashik,44,5-Aug-26,
Navi mumbai,31,5-Aug-26,
Nellore,54,5-Aug-26,
Noida,64,5-Aug-26,
Pali,135,5-Aug-26,
Palwal,60,5-Aug-26,
Pampore,53,5-Aug-26,
Panchgaon,31,5-Aug-26,
Panchkula,30,5-Aug-26,
Parbhani,41,5-Aug-26,
Patiala,35,5-Aug-26,
Patna,63,5-Aug-26,
Pimpri-chinchwad,47,5-Aug-26,
Pithampur,107,5-Aug-26,
Pratapgarh,105,5-Aug-26,
Prayagraj,44,5-Aug-26,
Puducherry,37,5-Aug-26,
Pune,52,5-Aug-26,
Purnia,55,5-Aug-26,
Raebareli,75,5-Aug-26,
Raipur,35,5-Aug-26,
Rairangpur,44,5-Aug-26,
Rajamahendravaram,41,5-Aug-26,
Rajkot,80,5-Aug-26,
Rajsamand,80,5-Aug-26,
Ramanagara,44,5-Aug-26,
Ratlam,41,5-Aug-26,
Rishikesh,37,5-Aug-26,
Rohtak,35,5-Aug-26,
Rourkela,49,5-Aug-26,
Rupnagar,54,5-Aug-26,
Sagar,38,5-Aug-26,
Saharsa,52,5-Aug-26,
Sangli,34,5-Aug-26,
Satara,52,5-Aug-26,
Satna,70,5-Aug-26,
Sawai madhopur,84,5-Aug-26,
Shamli,71,5-Aug-26,
Shillong,32,5-Aug-26,
Sikar,120,5-Aug-26,
Silchar,55,5-Aug-26,
Siliguri,122,5-Aug-26,
Sirohi,77,5-Aug-26,
Sirsa,84,5-Aug-26,
Siwan,105,5-Aug-26,
Solapur,51,5-Aug-26,
Sonipat,132,5-Aug-26,
Sri ganganagar,61,5-Aug-26,
Srinagar,46,5-Aug-26,
Surat,78,5-Aug-26,
Thane,39,5-Aug-26,
Thiruvananthapuram,37,5-Aug-26,
Thoothukudi,65,5-Aug-26,
Tirumala,47,5-Aug-26,
Tirupati,69,5-Aug-26,
Tonk,114,5-Aug-26,
Tumidih,35,5-Aug-26,
Udaipur,97,5-Aug-26,
Ujjain,57,5-Aug-26,
Ulhasnagar,8,5-Aug-26,
Vadodara,88,5-Aug-26,
Vapi,36,5-Aug-26,
Varanasi,38,5-Aug-26,
Vatva,117,5-Aug-26,
Vijayapura,43,5-Aug-26,
Vijayawada,62,5-Aug-26,
Virar,38,5-Aug-26,
Visakhapatnam,106,5-Aug-26,
Vrindavan,49,5-Aug-26,
Yamuna nagar,115,5-Aug-26,
Agartala,73,4-Aug-26,PM10
Agra,58,4-Aug-26,"PM2.5, SO2, NO2"
Ahmedabad,91,4-Aug-26,"PM2.5, PM10"
Ahmednagar,50,4-Aug-26,PM10
Aizawl,14,4-Aug-26,SO2
Ajmer,84,4-Aug-26,PM10
Akola,46,4-Aug-26,PM10
Alwar,85,4-Aug-26,PM10
Amaravati,59,4-Aug-26,PM10
Ambala,63,4-Aug-26,PM10
Amravati,34,4-Aug-26,PM10
Amritsar,54,4-Aug-26,PM10
Anantapur,55,4-Aug-26,PM10
Angul,65,4-Aug-26,O3
Ankleshwar,67,4-Aug-26,PM10
Araria,47,4-Aug-26,PM2.5
Asansol,58,4-Aug-26,"SO2, CO, PM2.5"
Aurangabad (Maharashtra),49,4-Aug-26,"PM10, PM2.5"
Baddi,75,4-Aug-26,CO
Badlapur,34,4-Aug-26,CO
Bagalkot,51,4-Aug-26,PM10
Bahadurgarh,48,4-Aug-26,PM10
Balasore,50,4-Aug-26,O3
Ballabgarh,45,4-Aug-26,PM2.5
Banswara,42,4-Aug-26,PM10
Baran,50,4-Aug-26,PM10
Barbil,70,4-Aug-26,PM2.5
Bareilly,42,4-Aug-26,"PM10, SO2"
Baripada,60,4-Aug-26,O3
Barmer,84,4-Aug-26,PM10
Barrackpore,64,4-Aug-26,PM10
Beed,32,4-Aug-26,PM10
Begusarai,29,4-Aug-26,SO2
Belapur,53,4-Aug-26,PM10
Belgaum,64,4-Aug-26,NO2
Bengaluru,53,4-Aug-26,PM10
Bhagalpur,118,4-Aug-26,"PM10, PM2.5"
Bharatpur,31,4-Aug-26,CO
Bhavnagar,64,4-Aug-26,PM10
Bhilai,28,4-Aug-26,"PM10, CO"
Bhilwara,94,4-Aug-26,PM10
Bhiwadi,73,4-Aug-26,PM10
Bhiwandi,72,4-Aug-26,PM2.5
Bhiwani,26,4-Aug-26,CO
Bhopal,54,4-Aug-26,PM10
Bhubaneswar,41,4-Aug-26,"O3, CO"
Bikaner,65,4-Aug-26,PM10
Bileipada,133,4-Aug-26,PM10
Boisar,47,4-Aug-26,PM10
Brajrajnagar,44,4-Aug-26,O3
Bulandshahr,38,4-Aug-26,PM10
Bundi,47,4-Aug-26,PM10
Byasanagar,51,4-Aug-26,O3
Byrnihat (Meghalaya),70,4-Aug-26,PM2.5
Chamarajanagar,42,4-Aug-26,PM10
Chandigarh,39,4-Aug-26,"CO, NO2"
Chandrapur,45,4-Aug-26,"PM10, CO"
Charkhi dadri,75,4-Aug-26,PM2.5
Chennai,72,4-Aug-26,PM10
Chhapra,86,4-Aug-26,CO
Chikkaballapur,32,4-Aug-26,PM10
Chittoor,63,4-Aug-26,PM10
Chittorgarh,64,4-Aug-26,PM10
Churu,32,4-Aug-26,PM10
Coimbatore,25,4-Aug-26,SO2
Cuddalore,23,4-Aug-26,SO2
Cuttack,53,4-Aug-26,O3
Damoh,50,4-Aug-26,SO2
Dausa,131,4-Aug-26,PM10
Dehradun,64,4-Aug-26,PM2.5
Delhi,64,4-Aug-26,"NO2, PM10"
Dewas,90,4-Aug-26,PM10
Dharuhera,71,4-Aug-26,CO
Dharwad,60,4-Aug-26,PM10
Dholpur,248,4-Aug-26,PM2.5
Dhule,51,4-Aug-26,PM10
Dombivli,39,4-Aug-26,O3
Dungarpur,77,4-Aug-26,PM10
Durgapur,85,4-Aug-26,"PM10, NO2"
Eloor,125,4-Aug-26,CO
Eluru,53,4-Aug-26,PM10
Faridabad,88,4-Aug-26,"PM10, PM2.5, CO"
Fatehabad,58,4-Aug-26,PM10
Fatehpur sikri,29,4-Aug-26,PM10
Firozabad,40,4-Aug-26,"PM10, CO"
Gandhinagar,101,4-Aug-26,PM10
Gaya,93,4-Aug-26,"PM2.5, CO, PM10"
Ghaziabad,68,4-Aug-26,"CO, PM10"
Gorakhpur,45,4-Aug-26,SO2
Greater noida,100,4-Aug-26,"O3, PM10"
Gummidipoondi,127,4-Aug-26,PM2.5
Guntur,50,4-Aug-26,PM10
Gurugram,76,4-Aug-26,"PM2.5, PM10"
Guwahati,98,4-Aug-26,"O3, PM2.5, SO2"
Gwalior,56,4-Aug-26,"CO, O3"
Hajipur,41,4-Aug-26,O3
Haldia,47,4-Aug-26,PM10
Hanumangarh,34,4-Aug-26,O3
Hapur,39,4-Aug-26,CO
Hingoli,39,4-Aug-26,PM10
Hisar,48,4-Aug-26,O3
Howrah,67,4-Aug-26,"PM10, CO"
Hyderabad,49,4-Aug-26,PM10
Indore,52,4-Aug-26,"PM10, PM2.5"
Jabalpur,53,4-Aug-26,"NO2, PM10"
Jaipur,70,4-Aug-26,PM10
Jaisalmer,100,4-Aug-26,PM10
Jalandhar,45,4-Aug-26,CO
Jalgaon,37,4-Aug-26,PM10
Jalore,88,4-Aug-26,PM10
Jhalawar,83,4-Aug-26,PM10
Jhansi,61,4-Aug-26,PM10
Jhunjhunu,100,4-Aug-26,O3
Jind,43,4-Aug-26,PM2.5
Jodhpur,93,4-Aug-26,PM10
Jorapokhar,87,4-Aug-26,PM10
Kadapa,56,4-Aug-26,PM10
Kaithal,98,4-Aug-26,SO2
Kakinada,57,4-Aug-26,PM10
Kalaburagi,32,4-Aug-26,CO
Kalyan,71,4-Aug-26,"CO, PM10"
Kannur,45,4-Aug-26,PM10
Kanpur,43,4-Aug-26,"CO, PM10, NO2"
Karauli,40,4-Aug-26,NO2
Karnal,51,4-Aug-26,CO
Karwar,42,4-Aug-26,PM10
Kashipur,38,4-Aug-26,PM2.5
Katni,63,4-Aug-26,PM10
Keonjhar,44,4-Aug-26,PM10
Khanna,75,4-Aug-26,PM10
Khora,103,4-Aug-26,CO
Khurja,55,4-Aug-26,CO
Kishanganj,49,4-Aug-26,PM2.5
Kohima,50,4-Aug-26,SO2
Kolhapur,31,4-Aug-26,PM10
Kolkata,68,4-Aug-26,"O3, PM10"
Korba,41,4-Aug-26,"CO, SO2"
Kota,58,4-Aug-26,PM10
Kunjemura,39,4-Aug-26,PM10
Kurnool,29,4-Aug-26,PM10
Kurukshetra,45,4-Aug-26,PM2.5
Latur,34,4-Aug-26,PM10
Lucknow,51,4-Aug-26,"PM10, CO"
Ludhiana,72,4-Aug-26,PM10
Machilipatnam,82,4-Aug-26,PM2.5
Madikeri,15,4-Aug-26,PM10
Madurai,28,4-Aug-26,PM10
Mahad,52,4-Aug-26,PM10
Maihar,26,4-Aug-26,SO2
Malegaon,42,4-Aug-26,PM10
Mandideep,64,4-Aug-26,PM10
Mandi gobindgarh,123,4-Aug-26,PM10
Mandikhera,99,4-Aug-26,PM10
Manesar,34,4-Aug-26,O3
Mangalore,48,4-Aug-26,PM10
Mathura,28,4-Aug-26,PM2.5
Meerut,46,4-Aug-26,"PM2.5, PM10, CO"
Mehsana,87,4-Aug-26,PM10
Milupara,31,4-Aug-26,PM10
Mira-bhayandar,38,4-Aug-26,PM10
Moradabad,49,4-Aug-26,"PM2.5, PM10"
Mumbai,49,4-Aug-26,PM10
Muzaffarnagar,45,4-Aug-26,PM10
Muzaffarpur,31,4-Aug-26,"PM10, O3"
Mysuru,50,4-Aug-26,PM10
Nagaon,56,4-Aug-26,PM2.5
Nagaur,84,4-Aug-26,PM10
Nagpur,35,4-Aug-26,"PM10, CO"
Naharlagun,23,4-Aug-26,PM10
Nalbari,67,4-Aug-26,PM2.5
Nanded,29,4-Aug-26,PM10
Nandesari,51,4-Aug-26,PM10
Narnaul,64,4-Aug-26,PM10
Nashik,35,4-Aug-26,"PM10, CO"
Navi mumbai,44,4-Aug-26,"CO, PM10"
Nellore,65,4-Aug-26,PM10
Noida,61,4-Aug-26,"PM10, O3"
Pali,110,4-Aug-26,PM2.5
Palwal,77,4-Aug-26,CO
Pampore,51,4-Aug-26,PM10
Panchgaon,33,4-Aug-26,CO
Panchkula,69,4-Aug-26,PM2.5
Panipat,146,4-Aug-26,PM10
Parbhani,26,4-Aug-26,PM10
Patiala,35,4-Aug-26,O3
Patna,55,4-Aug-26,"O3, PM10"
Pimpri-chinchwad,53,4-Aug-26,"PM10, CO"
Pithampur,103,4-Aug-26,PM10
Pratapgarh,93,4-Aug-26,PM10
Prayagraj,73,4-Aug-26,PM10
Puducherry,37,4-Aug-26,PM10
Pune,48,4-Aug-26,PM10
Purnia,56,4-Aug-26,CO
Raipur,40,4-Aug-26,PM10
Rairangpur,40,4-Aug-26,PM10
Rajamahendravaram,36,4-Aug-26,O3
Rajkot,84,4-Aug-26,PM10
Rajsamand,62,4-Aug-26,PM10
Ramanagara,38,4-Aug-26,PM10
Ratlam,45,4-Aug-26,PM2.5
Rishikesh,37,4-Aug-26,CO
Rohtak,37,4-Aug-26,O3
Rourkela,48,4-Aug-26,PM10
Sagar,38,4-Aug-26,O3
Saharsa,49,4-Aug-26,PM10
Samastipur,36,4-Aug-26,PM2.5
Sangli,44,4-Aug-26,PM10
Sasaram,54,4-Aug-26,PM10
Satara,70,4-Aug-26,PM10
Satna,70,4-Aug-26,PM10
Sawai madhopur,64,4-Aug-26,PM10
Shamli,72,4-Aug-26,CO
Shillong,28,4-Aug-26,SO2
Sikar,92,4-Aug-26,PM10
Silchar,57,4-Aug-26,PM10
Siliguri,115,4-Aug-26,NO2
Singrauli,46,4-Aug-26,PM10
Sirohi,81,4-Aug-26,PM10
Sirsa,85,4-Aug-26,CO
Siwan,105,4-Aug-26,PM10
Solapur,48,4-Aug-26,"O3, PM10"
Sonipat,131,4-Aug-26,PM10
Srinagar,43,4-Aug-26,PM10
Surat,78,4-Aug-26,PM10
Talcher,82,4-Aug-26,SO2
Thane,48,4-Aug-26,PM10
Thiruvananthapuram,38,4-Aug-26,PM10
Thoothukudi,65,4-Aug-26,PM10
Thrissur,43,4-Aug-26,PM10
Tirumala,50,4-Aug-26,NO2
Tirupati,67,4-Aug-26,PM10
Tonk,105,4-Aug-26,PM10
Tumidih,49,4-Aug-26,PM10
Udaipur,71,4-Aug-26,PM10
Ujjain,71,4-Aug-26,PM10
Ulhasnagar,16,4-Aug-26,PM10
Vadodara,71,4-Aug-26,CO
Vapi,44,4-Aug-26,PM10
Varanasi,46,4-Aug-26,"PM10, NO2"
Vatva,126,4-Aug-26,PM2.5
Vijayapura,43,4-Aug-26,PM10
Vijayawada,57,4-Aug-26,PM10
Virar,35,4-Aug-26,PM10
Visakhapatnam,87,4-Aug-26,PM10
Vrindavan,50,4-Aug-26,PM2.5
Yadgir,32,4-Aug-26,PM10
Agartala,72,3-Aug-26,PM10
Agra,70,3-Aug-26,"PM10, PM2.5, SO2"
Ahmedabad,75,3-Aug-26,"CO, PM10"
Ahmednagar,44,3-Aug-26,PM10
Aizawl,17,3-Aug-26,PM10
Ajmer,43,3-Aug-26,PM10
Akola,48,3-Aug-26,PM10
Alwar,88,3-Aug-26,PM10
Amaravati,58,3-Aug-26,PM10
Ambala,67,3-Aug-26,PM10
Ambernath,54,3-Aug-26,PM10
Amravati,42,3-Aug-26,PM10
Amritsar,75,3-Aug-26,PM10
Anantapur,55,3-Aug-26,PM10
Angul,59,3-Aug-26,PM10
Ankleshwar,43,3-Aug-26,CO
Araria,48,3-Aug-26,PM2.5
Asansol,59,3-Aug-26,"SO2, CO"
Aurangabad (Maharashtra),66,3-Aug-26,"PM10, CO"
Baddi,93,3-Aug-26,CO
Badlapur,35,3-Aug-26,CO
Bagalkot,51,3-Aug-26,PM10
Bahadurgarh,59,3-Aug-26,PM2.5
Balasore,57,3-Aug-26,O3
Ballabgarh,51,3-Aug-26,PM2.5
Banswara,66,3-Aug-26,PM10
Baran,45,3-Aug-26,O3
Barbil,75,3-Aug-26,PM2.5
Bareilly,34,3-Aug-26,PM2.5
Baripada,64,3-Aug-26,O3
Barmer,56,3-Aug-26,PM10
Barrackpore,65,3-Aug-26,PM10
Bathinda,85,3-Aug-26,CO
Beed,28,3-Aug-26,PM2.5
Begusarai,63,3-Aug-26,PM10
Belapur,46,3-Aug-26,PM10
Belgaum,68,3-Aug-26,NO2
Bengaluru,51,3-Aug-26,PM10
Bettiah,23,3-Aug-26,PM2.5
Bhagalpur,70,3-Aug-26,PM2.5
Bharatpur,33,3-Aug-26,O3
Bhavnagar,59,3-Aug-26,CO
Bhilai,21,3-Aug-26,"PM10, CO"
Bhilwara,55,3-Aug-26,PM10
Bhiwadi,60,3-Aug-26,PM10
Bhiwandi,45,3-Aug-26,PM10
Bhiwani,21,3-Aug-26,CO
Bhopal,45,3-Aug-26,PM10
Bhubaneswar,47,3-Aug-26,PM10
Bihar sharif,387,3-Aug-26,PM2.5
Bikaner,42,3-Aug-26,O3
Bilaspur,53,3-Aug-26,PM10
Bileipada,178,3-Aug-26,PM10
Boisar,60,3-Aug-26,PM10
Brajrajnagar,67,3-Aug-26,PM10
Bulandshahr,51,3-Aug-26,PM10
Bundi,44,3-Aug-26,PM10
Byasanagar,58,3-Aug-26,PM2.5
Byrnihat (Assam),86,3-Aug-26,PM2.5
Byrnihat (Meghalaya),154,3-Aug-26,PM2.5
Chamarajanagar,46,3-Aug-26,PM10
Chandigarh,44,3-Aug-26,"CO, NO2"
Chandrapur,49,3-Aug-26,PM10
Charkhi dadri,79,3-Aug-26,PM2.5
Chennai,75,3-Aug-26,"PM10, O3"
Chhal,92,3-Aug-26,PM2.5
Chhapra,90,3-Aug-26,CO
Chikkaballapur,40,3-Aug-26,PM10
Chikkamagaluru,31,3-Aug-26,PM10
Chittoor,62,3-Aug-26,PM2.5
Chittorgarh,59,3-Aug-26,CO
Churu,56,3-Aug-26,O3
Coimbatore,25,3-Aug-26,SO2
Cuttack,52,3-Aug-26,CO
Damoh,51,3-Aug-26,SO2
Dausa,73,3-Aug-26,PM10
Dehradun,44,3-Aug-26,PM2.5
Delhi,76,3-Aug-26,"PM10, PM2.5, NO2"
Dewas,61,3-Aug-26,O3
Dhanbad,103,3-Aug-26,NO2
Dharuhera,69,3-Aug-26,CO
Dharwad,57,3-Aug-26,PM10
Dholpur,52,3-Aug-26,PM10
Dhule,46,3-Aug-26,PM10
Dombivli,35,3-Aug-26,O3
Dungarpur,51,3-Aug-26,PM10
Durgapur,77,3-Aug-26,"PM10, NO2"
Eluru,65,3-Aug-26,PM10
Faridabad,75,3-Aug-26,"PM2.5, PM10, CO"
Fatehabad,78,3-Aug-26,PM10
Fatehpur sikri,29,3-Aug-26,PM10
Firozabad,33,3-Aug-26,"SO2, PM10"
Gandhinagar,65,3-Aug-26,PM10
Gangtok,19,3-Aug-26,PM2.5
Gaya,53,3-Aug-26,PM10
Ghaziabad,78,3-Aug-26,"CO, PM10"
Greater noida,85,3-Aug-26,PM10
Gummidipoondi,77,3-Aug-26,PM2.5
Guntur,60,3-Aug-26,PM10
Gurugram,130,3-Aug-26,PM2.5
Guwahati,73,3-Aug-26,"O3, PM2.5, SO2"
Gwalior,53,3-Aug-26,"CO, PM10, O3"
Hajipur,56,3-Aug-26,PM2.5
Haldia,55,3-Aug-26,PM10
Hanumangarh,42,3-Aug-26,PM10
Hapur,50,3-Aug-26,PM2.5
Hingoli,38,3-Aug-26,PM10
Hisar,56,3-Aug-26,PM10
Howrah,74,3-Aug-26,PM10
Hubballi,52,3-Aug-26,PM10
Hyderabad,49,3-Aug-26,PM10
Indore,36,3-Aug-26,"NO2, SO2, CO"
Jabalpur,55,3-Aug-26,"NO2, CO"
Jaipur,48,3-Aug-26,"PM2.5, O3, CO"
Jaisalmer,64,3-Aug-26,PM10
Jalandhar,60,3-Aug-26,PM10
Jalgaon,40,3-Aug-26,CO
Jalore,35,3-Aug-26,PM10
Jhalawar,61,3-Aug-26,PM10
Jhansi,63,3-Aug-26,PM10
Jhunjhunu,88,3-Aug-26,O3
Jind,56,3-Aug-26,PM2.5
Jodhpur,52,3-Aug-26,"O3, PM10"
Jorapokhar,120,3-Aug-26,PM10
Kadapa,58,3-Aug-26,PM10
Kaithal,54,3-Aug-26,PM10
Kakinada,66,3-Aug-26,O3
Kalaburagi,32,3-Aug-26,CO
Kalyan,58,3-Aug-26,"CO, PM10"
Kannur,45,3-Aug-26,PM10
Kanpur,43,3-Aug-26,"CO, PM10, NO2"
Karauli,44,3-Aug-26,NO2
Karnal,69,3-Aug-26,PM10
Karwar,59,3-Aug-26,NO2
Katihar,65,3-Aug-26,CO
Katni,47,3-Aug-26,PM10
Keonjhar,46,3-Aug-26,PM10
Khanna,68,3-Aug-26,PM10
Khora,99,3-Aug-26,PM2.5
Khurja,47,3-Aug-26,PM10
Kishanganj,44,3-Aug-26,PM2.5
Kohima,55,3-Aug-26,SO2
Kolhapur,32,3-Aug-26,PM10
Kolkata,70,3-Aug-26,"O3, PM10"
Korba,46,3-Aug-26,PM10
Kota,41,3-Aug-26,"PM10, O3"
Kunjemura,105,3-Aug-26,PM10
Kurnool,28,3-Aug-26,PM10
Kurukshetra,60,3-Aug-26,PM10
Latur,36,3-Aug-26,PM10
Lucknow,74,3-Aug-26,"PM10, PM2.5"
Machilipatnam,84,3-Aug-26,PM2.5
Madikeri,14,3-Aug-26,CO
Mahad,50,3-Aug-26,PM10
Maihar,15,3-Aug-26,PM10
Malegaon,50,3-Aug-26,PM10
Mandideep,45,3-Aug-26,PM10
Mandi gobindgarh,105,3-Aug-26,PM10
Mandikhera,98,3-Aug-26,PM10
Manesar,35,3-Aug-26,PM2.5
Mangalore,57,3-Aug-26,PM10
Manguraha,71,3-Aug-26,PM10
Mathura,37,3-Aug-26,PM2.5
